course_title,subject,number,co_requisites,prerequisites,college,department,credit_hours,id
INTENSIVE INTRO TO THEATER,IENG,160L,,,Liberal Arts LA,School of Liberal Arts LA,4,141
CLINICAL SKILLS II,PHTH,612N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,4,142
CRJU INTERN I,CRJU,496N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Criminal Justice', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,143
CULTURAL ANTHROPOLOGY,ANTH,102L,,,Science SI,School of Science SI,3,144
JOURNALISM SKILLS,COM,243L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Communication', '103L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Media Studies & Production', '103L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,145
"HARRY POTTER:MAGIC,MYTH, MEANI",IENG,202L,,,Liberal Arts LA,School of Liberal Arts LA,3,146
MOVEMENT SCIENCE II,PHTH,614N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,2,147
FINAN STMNT ANLYS,MBA,644N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '(', '', '', 'Masters - MBA', '602N', 'Graduate', 'C', ''], ['Or', '', '', '', 'Masters - MBA', '669N', 'Graduate', 'C', ')'], ['And', '', '', '', 'Masters - MBA', '660N', 'Graduate', 'C', '']]",MBA MB,MBA MB,3,148
CLINIC CHEM I,MEDT,305N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Medical Technology', '260N', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '131L', 'Undergraduate', 'C', ''], ['Or', '(', '', '', 'Chemistry', '111L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '115L', 'Undergraduate', 'C', ')'], ['And', '', '', '', 'Chemistry', '132L', 'Undergraduate', 'C', ''], ['Or', '(', '', '', 'Chemistry', '112L', 'Undergraduate', 'C', ''], ['Or', '', '', '', 'Chemistry', '116L', 'Undergraduate', 'C', ')'], ['And', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '201L', 'Undergraduate', 'C', ''], ['Or', '(', '', '', 'Chemistry', '211L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '212L', 'Undergraduate', 'C', ')']]",Science SI,School of Science SI,4,149
FIRST YEAR SEMINAR HONORS,FYSH,101L,,,Liberal Arts LA,School of Liberal Arts LA,4,150
CRJU INTERN II,CRJU,497N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Criminal Justice', '496N', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,151
CERVANTES+HIS LITERARY WRLD,IENG,203L,,,Liberal Arts LA,School of Liberal Arts LA,3,152
PSYC OF THE ADOLSCT,PSYC,318L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,153
THERAPEUTIC EXERCISE,PHTH,615N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,2,154
ARCHAEOLOGY OF ITALY,ANTH,103L,,,Science SI,School of Science SI,3,155
MANG ORG CHANGE,MBA,654N,,,MBA MB,MBA MB,3,156
"SPORTS,CULT,COMM",COM,260L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Communication', '102L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,157
BIOLOGY CAPPING,BIOL,477L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Philosophy', '200L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Philosophy', '346L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '131L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '111L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '115L', 'Undergraduate', 'D', ')'], ['And', '', '', '', 'Chemistry', '132L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '112L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '116L', 'Undergraduate', 'D', ')']]",Science SI,School of Science SI,3,158
INTRO TO LITERATURE,IENG,255L,,,Liberal Arts LA,School of Liberal Arts LA,4,159
MUSCULOSKELETAL MGMT I,PHTH,616N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,3,160
WINE & CULTURE I,ANTH,130L,,,Science SI,School of Science SI,3,161
HONOR SENIOR SEMINAR,HONR,495L,,,Registrar RG,Registrar RG,1,162
THE 21st CENT MANAGER,MBA,660N,,,MBA MB,MBA MB,3,163
CONT EUROPEAN LIT&GENDER,IENG,310L,,,Liberal Arts LA,School of Liberal Arts LA,3,164
CRJU INTERN III,CRJU,498N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Criminal Justice', '497N', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,165
ST:FREE CULTURES,COM,292L,,,Communication and The Arts CO,School Communication Arts CO,3,166
CARDIOPULMONARY PNT MGMT,PHTH,627N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,3,167
SENIOR RESEARCH I,BIOL,480L,,,Science SI,School of Science SI,3,168
ANTHRPLGY-VIOLENCE+CNFLCT,ANTH,150L,,,Science SI,School of Science SI,3,169
HEMATOLOGY I,MEDT,315N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Chemistry', '131L', 'Undergraduate', 'C', ''], ['Or', '(', '', '', 'Chemistry', '111L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '115L', 'Undergraduate', 'C', ')'], ['And', '', '', '', 'Chemistry', '132L', 'Undergraduate', 'C', ''], ['Or', '(', '', '', 'Chemistry', '112L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '116L', 'Undergraduate', 'C', ')'], ['And', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Medical Technology', '260N', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,4,170
IN ST:LIT & GENDER,IENG,390L,,,Liberal Arts LA,School of Liberal Arts LA,1,171
LIFESPAN DEVELOPMENT,PSYC,323L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,172
MASS COMM LAW,COM,300L,,,Communication and The Arts CO,School Communication Arts CO,3,173
INTEGUMENTARY PNT MGMT,PHTH,628N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,2,174
GLOBAL ENV-BUSINESS,MBA,663N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - MBA', '660N', 'Graduate', 'C', ''], ['Or', '', '', '', 'Masters - MBA', '601N', 'Graduate', 'C', '']]",MBA MB,MBA MB,3,175
RESEARCH II,BIOL,482L,,,Science SI,School of Science SI,2,176
PERSPTVS-SCI+HIST,INTD,213L,,,Professional Programs PP,Professional Programs PP,3,177
CRJU INTERN IV,CRJU,499N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Criminal Justice', '498N', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,178
ST: UNDERGROUND ROME,ANTH,189L,,,Science SI,School of Science SI,3,179
INTRO ENVIRON ISS,ENSC,101L,,,Science SI,School of Science SI,3,180
PHARMACOLOGY IN PHY TRPY,PHTH,629N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,1,181
ECONOMICS,MBA,664N,,,MBA MB,MBA MB,3,182
CULTURE STUDIES IN THAILAND,CSTH,150L,,,Liberal Arts LA,School of Liberal Arts LA,3,183
PSYC OF WOMEN,PSYC,331L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,184
NATIVE AMERICANS,ANTH,233L,,,Science SI,School of Science SI,3,185
RESEARCH I,BIOL,483L,,,Science SI,School of Science SI,1,186
CAPPING EXP,INTD,477L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'English', '117L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'English', '120L', 'Undergraduate', 'D', '']]",Professional Programs PP,Professional Programs PP,3,187
PHY THERAPIST AS AN EDUCATOR,PHTH,630N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,2,188
ST:FOOD & WINE TOURISM,CSAU,292L,,,Liberal Arts LA,School of Liberal Arts LA,3,189
HIST ITAL CUISINE,ANTH,247L,,,Science SI,School of Science SI,3,190
PERSUASION,COM,302L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'English', '117L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'English-Honors', '117L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'English', '120L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'English-Honors', '120L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,191
ANALYTICS,MBA,665N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - MBA', '660N', 'Graduate', 'C', '']]",MBA MB,MBA MB,3,192
CLINICAL IMMUNOLOGY,MEDT,340N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Chemistry', '131L', 'Undergraduate', 'C', ''], ['Or', '(', '', '', 'Chemistry', '111L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '115L', 'Undergraduate', 'C', ')'], ['And', '', '', '', 'Chemistry', '132L', 'Undergraduate', 'C', ''], ['Or', '(', '', '', 'Chemistry', '112L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '116L', 'Undergraduate', 'C', ')'], ['And', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Medical Technology', '260N', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,4,193
FUND - COUNSELING,PSYC,332L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,194
HEALTH PROMOTION & WELLNESS I,PHTH,631N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,1,195
ST:OENOLOGY:HIST/CULT/BUS WINE,CSFR,392L,,,Liberal Arts LA,School of Liberal Arts LA,3,196
INTRNSHP IN PROFESSIONAL STDS,INTD,499N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Integrative Major', '105L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Career Development', '100N', 'Undergraduate', 'D', '']]",Professional Programs PP,Professional Programs PP,6,197
ANCIENT EGYPT,ANTH,255L,,,Science SI,School of Science SI,3,198
IRISH LIFE & CULTURES,CSIR,150L,,,Liberal Arts LA,School of Liberal Arts LA,3,199
CLINICAL EDUCATION II,PHTH,632N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,6,200
COGNITIVE PSYCHOLOGY,PSYC,342L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,201
INTRO INTERIOR DESGN,ITDS,101N,,,Communication and The Arts CO,School Communication Arts CO,3,202
BIOL INTERN,BIOL,494N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,1,203
COMM INTERNSHIP,COM,306N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Career Development', '100N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,1,204
ACCOUNTING,MBA,667N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - MBA', '660N', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - MBA', '665N', 'Graduate', 'C', '']]",MBA MB,MBA MB,3,205
ELEM FREN I,FREN,101L,,,Liberal Arts LA,School of Liberal Arts LA,3,206
INTENSIVE IRISH LIFE & CULT,CSIR,151L,,,Liberal Arts LA,School of Liberal Arts LA,4,207
CLINICAL EDU III,PHTH,707N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,7,208
THE AGE OF BARBARIANS,ANTH,257L,,,Science SI,School of Science SI,3,209
INTERIOR+INDSTRL DSGN,ITDS,110L,,,Communication and The Arts CO,School Communication Arts CO,3,210
ST:PASS THE MIC:RADIO+PODCAST,COM,307L,,,Communication and The Arts CO,School Communication Arts CO,3,211
BIOLOGY INTERN,BIOL,495N,,,Science SI,School of Science SI,2,212
FIELD+LAB EXPERIENCE,ENSC,125L,,,Science SI,School of Science SI,1,213
ST:POPULAR CULTRIN IRELAND,CSIR,292L,,,Liberal Arts LA,School of Liberal Arts LA,3,214
ELEM FREN II,FREN,102L,,,Liberal Arts LA,School of Liberal Arts LA,3,215
CO(OK)QUINARIUS ANC SRCE ITAL,ANTH,264L,,,Science SI,School of Science SI,3,216
CLIN MICROSCOPY,MEDT,345N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '(', '', '', 'Chemistry', '131L', 'Undergraduate', 'C', ''], ['Or', '', '', '', 'Chemistry', '111L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '115L', 'Undergraduate', 'C', ')'], ['And', '(', '', '', 'Chemistry', '132L', 'Undergraduate', 'C', ''], ['Or', '', '', '', 'Chemistry', '112L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '116L', 'Undergraduate', 'C', ')'], ['And', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Medical Technology', '260N', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,1,217
DOCTORAL PROJECT-RESEARCH,PHTH,708N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,3,218
TECHNICAL DRAWING,ITDS,115N,,,Communication and The Arts CO,School Communication Arts CO,3,219
BIOL INTERN,BIOL,496N,,,Science SI,School of Science SI,3,220
COMM INTERNSHIP,COM,308N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Career Development', '100N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,221
ST:BEGINNING IRISH,CSIR,293L,,,Liberal Arts LA,School of Liberal Arts LA,3,222
MARKETING MANAGEMENT,MBA,668N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '(', '', '', 'Masters - MBA', '601N', 'Graduate', 'C', ''], ['Or', '', '', '', 'Masters - MBA', '660N', 'Graduate', 'C', ')'], ['And', '(', '', '', 'Masters - MBA', '664N', 'Graduate', 'C', ''], ['Or', '', '', '', 'Masters - MBA', '515N', 'Graduate', 'C', ')'], ['And', '', '', '', 'Masters - MBA', '665N', 'Graduate', 'C', '']]",MBA MB,MBA MB,3,223
INTERM FREN I,FREN,105L,,,Liberal Arts LA,School of Liberal Arts LA,3,224
ADV CLINICAL MICROBIOLOGY,MEDT,402N,,,Science SI,School of Science SI,3,225
CLINICAL EDUCATION IV,PHTH,712N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,7,226
HIST INTERIOR DESGN,ITDS,150L,,,Communication and The Arts CO,School Communication Arts CO,3,227
INTRO GIS,ENSC,230L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Environmental Science', '101L', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,3,228
BIOL INTERN,BIOL,497N,,,Science SI,School of Science SI,6,229
PSYC RES METH I,PSYC,350L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Mathematics', '130L', 'Undergraduate', 'D', ''], ['And', '(', '', '', 'Computer Science Info Sys', '103L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Education', '150L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Education', '150N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Computing Technology', '103L', 'Undergraduate', 'D', ')']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,4,230
ELEM ARAB I,ARAB,101L,,,Liberal Arts LA,School of Liberal Arts LA,3,231
ITALIAN LANGUAGE STUDIES,CSIT,101L,,,Liberal Arts LA,School of Liberal Arts LA,3,232
INTERM FREN II,FREN,106L,,,Liberal Arts LA,School of Liberal Arts LA,3,233
ADV CLINICAL MICROBIO LAB,MEDT,403N,,,Science SI,School of Science SI,2,234
ROUNDS II,PHTH,713N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,1,235
CAD INTERIOR DESGN II,ITDS,211N,,,Communication and The Arts CO,School Communication Arts CO,3,236
ECO-GASTRONOMY,ENSC,250L,,,Science SI,School of Science SI,3,237
BIOL INTERN,BIOL,498N,,,Science SI,School of Science SI,1,238
COMM INTERNSHIP,COM,309N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Career Development', '100N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,6,239
"ITAL FOOD THR CULT,ENV & SUST",CSIT,124L,,,Liberal Arts LA,School of Liberal Arts LA,3,240
ADV CLINICAL CHEMISTRY,MEDT,406N,,,Science SI,School of Science SI,3,241
WORKSHP WRITING,FREN,201L,,,Liberal Arts LA,School of Liberal Arts LA,3,242
CAPSTONE,PHTH,714N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,1,243
PRODUCT DESIGN,ITDS,220N,,,Communication and The Arts CO,School Communication Arts CO,3,244
BRITISH LIFE & CULTURES,CSBR,121L,,,Liberal Arts LA,School of Liberal Arts LA,3,245
FINANCE,MBA,669N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '(', '', '', 'Masters - MBA', '601N', 'Graduate', 'C', ''], ['Or', '', '', '', 'Masters - MBA', '660N', 'Graduate', 'C', ')'], ['And', '(', '', '', 'Masters - MBA', '664N', 'Graduate', 'C', ''], ['Or', '', '', '', 'Masters - MBA', '515N', 'Graduate', 'C', ')'], ['And', '', '', '', 'Masters - MBA', '665N', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - MBA', '667N', 'Graduate', 'C', '']]",MBA MB,MBA MB,3,246
VEGETARIAN CULTURE,CSIT,127L,,,Science SI,School of Science SI,3,247
CONTEMPORARY ARCHITECTURE,ARCH,120L,,,Communication and The Arts CO,School Communication Arts CO,3,248
ADV CLINICAL CHEMISTRY LAB,MEDT,407N,,,Science SI,School of Science SI,2,249
DESIGNING URBAN SPACES,ITDS,260N,,,Communication and The Arts CO,School Communication Arts CO,3,250
CUMULATIVE EXAM,PHTH,715N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,1,251
ENVIRON ECONOMICS,ENSC,305L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Economics', '102L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Economics', '103L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Economics', '150L', 'Undergraduate', 'D', '']]",Science SI,School of Science SI,3,252
FREN CULT/THOUGHT,FREN,250L,,,Liberal Arts LA,School of Liberal Arts LA,3,253
INTENSIVE BRIT LIFE & CULTURE,CSBR,122L,,,Liberal Arts LA,School of Liberal Arts LA,4,254
MEDIA STRATEGY,COM,314L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Communication', '220L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,255
PSYC RES METH II,PSYC,351L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '350L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,4,256
ADV HEMATOLOGY,MEDT,411N,,,Science SI,School of Science SI,3,257
PHYSICAL DIAGNOSTICS,PA,604N,,,MS Physician Assistant Studies PA,Physicians Assistant Studies PA,3,258
VEGETARIAN CUISINE & CULTURE,CSIT,132L,,,Liberal Arts LA,School of Liberal Arts LA,3,259
HIST OF INT DSGN,ARCH,140L,,,Communication and The Arts CO,School Communication Arts CO,3,260
ST: RENCH ELECTIVE,FREN,291L,,,Liberal Arts LA,School of Liberal Arts LA,1,261
INTRO BUS & MGT,BUS,100N,,,Management SM,School of Management SM,3,262
SUSTAINABLE DESIGN,ITDS,315N,,,Communication and The Arts CO,School Communication Arts CO,3,263
ST:HUDSON VALLEY NAT HISTORY,ENSC,322L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Environmental Science', '101L', 'Undergraduate', 'D', '']]",Science SI,School of Science SI,4,264
